id/bioguide,id/thomas,id/lis,id/govtrack,id/opensecrets,id/votesmart,id/fec/0,id/fec/1,id/cspan,id/wikipedia,id/house_history,id/ballotpedia,id/maplight,id/icpsr,id/wikidata,id/google_entity_id,name/first,name/last,name/official_full,bio/birthday,bio/gender,bio/religion,terms/0/type,terms/0/start,terms/0/end,terms/0/state,terms/0/district,terms/0/party,terms/1/type,terms/1/start,terms/1/end,terms/1/state,terms/1/district,terms/1/party,terms/2/type,terms/2/start,terms/2/end,terms/2/state,terms/2/district,terms/2/party,terms/3/type,terms/3/start,terms/3/end,terms/3/state,terms/3/district,terms/3/party,terms/4/type,terms/4/start,terms/4/end,terms/4/state,terms/4/district,terms/4/party,terms/5/type,terms/5/start,terms/5/end,terms/5/state,terms/5/district,terms/5/party,terms/5/url,terms/6/type,terms/6/start,terms/6/end,terms/6/state,terms/6/district,terms/6/party,terms/6/url,terms/7/type,terms/7/start,terms/7/end,terms/7/state,terms/7/class,terms/7/party,terms/7/url,terms/7/address,terms/7/phone,terms/7/fax,terms/7/contact_form,terms/7/office,terms/8/type,terms/8/start,terms/8/end,terms/8/state,terms/8/party,terms/8/class,terms/8/url,terms/8/address,terms/8/phone,terms/8/fax,terms/8/contact_form,terms/8/office,terms/8/state_rank,terms/8/rss_url,terms/1/class,terms/1/url,terms/2/class,terms/2/url,terms/2/address,terms/2/phone,terms/2/fax,terms/2/contact_form,terms/2/office,terms/3/class,terms/3/url,terms/3/address,terms/3/phone,terms/3/fax,terms/3/contact_form,terms/3/office,terms/3/state_rank,terms/3/rss_url,name/middle,terms/7/district,terms/8/district,terms/9/type,terms/9/start,terms/9/end,terms/9/state,terms/9/district,terms/9/party,terms/9/url,terms/10/type,terms/10/start,terms/10/end,terms/10/state,terms/10/class,terms/10/party,terms/10/url,terms/10/address,terms/10/phone,terms/10/fax,terms/10/contact_form,terms/10/office,terms/11/type,terms/11/start,terms/11/end,terms/11/state,terms/11/party,terms/11/class,terms/11/url,terms/11/address,terms/11/phone,terms/11/fax,terms/11/contact_form,terms/11/office,terms/11/state_rank,terms/11/rss_url,terms/5/class,terms/6/class,terms/6/address,terms/6/phone,terms/6/fax,terms/6/contact_form,terms/6/office,terms/7/state_rank,terms/7/rss_url,name/nickname,name/suffix,terms/0/class,terms/0/url,terms/0/address,terms/0/phone,terms/0/fax,terms/0/contact_form,terms/0/office,terms/1/address,terms/1/phone,terms/1/fax,terms/1/contact_form,terms/1/office,terms/1/state_rank,terms/1/rss_url,terms/4/class,terms/4/url,terms/4/address,terms/4/phone,terms/4/fax,terms/4/contact_form,terms/4/office,terms/4/state_rank,terms/4/rss_url,terms/5/address,terms/5/phone,terms/5/fax,terms/5/contact_form,terms/5/office,terms/6/state_rank,terms/6/rss_url,other_names/0/last,terms/9/class,terms/9/address,terms/9/phone,terms/9/fax,terms/9/contact_form,terms/9/office,terms/9/state_rank,terms/9/rss_url,terms/9/caucus,terms/2/state_rank,terms/2/rss_url,leadership_roles/0/title,leadership_roles/0/chamber,leadership_roles/0/start,leadership_roles/0/end,leadership_roles/1/title,leadership_roles/1/chamber,leadership_roles/1/start,leadership_roles/1/end,leadership_roles/2/title,leadership_roles/2/chamber,leadership_roles/2/start,leadership_roles/2/end,leadership_roles/3/title,leadership_roles/3/chamber,leadership_roles/3/start,leadership_roles/3/end,leadership_roles/4/title,leadership_roles/4/chamber,leadership_roles/4/start,leadership_roles/4/end,leadership_roles/5/title,leadership_roles/5/chamber,leadership_roles/5/start,terms/10/state_rank,terms/10/rss_url,terms/5/state_rank,terms/5/rss_url,terms/0/state_rank,terms/0/rss_url,family/0/name,family/0/relation,family/1/name,family/1/relation,family/2/name,family/2/relation,family/3/name,family/3/relation,terms/10/district,terms/11/district,terms/12/type,terms/12/start,terms/12/end,terms/12/state,terms/12/district,terms/12/party,terms/12/url,terms/13/type,terms/13/start,terms/13/end,terms/13/state,terms/13/district,terms/13/party,terms/13/url,terms/13/address,terms/13/phone,terms/13/fax,terms/13/contact_form,terms/13/office,terms/14/type,terms/14/start,terms/14/end,terms/14/state,terms/14/party,terms/14/district,terms/14/url,terms/14/address,terms/14/phone,terms/14/fax,terms/14/contact_form,terms/14/office,terms/14/rss_url,terms/15/type,terms/15/start,terms/15/end,terms/15/state,terms/15/party,terms/15/district,terms/15/url,terms/15/address,terms/15/phone,terms/15/fax,terms/15/contact_form,terms/15/office,terms/15/rss_url,id/fec/2,terms/16/type,terms/16/start,terms/16/end,terms/16/state,terms/16/district,terms/16/party,terms/17/type,terms/17/start,terms/17/end,terms/17/state,terms/17/district,terms/17/party,terms/18/type,terms/18/start,terms/18/end,terms/18/state,terms/18/district,terms/18/party,terms/19/type,terms/19/start,terms/19/end,terms/19/state,terms/19/district,terms/19/party,terms/19/url,terms/20/type,terms/20/start,terms/20/end,terms/20/state,terms/20/district,terms/20/party,terms/20/url,terms/21/type,terms/21/start,terms/21/end,terms/21/state,terms/21/district,terms/21/party,terms/21/url,terms/22/type,terms/22/start,terms/22/end,terms/22/state,terms/22/district,terms/22/party,terms/22/url,terms/23/type,terms/23/start,terms/23/end,terms/23/state,terms/23/district,terms/23/party,terms/23/url,terms/23/address,terms/23/phone,terms/23/fax,terms/23/contact_form,terms/23/office,terms/24/type,terms/24/start,terms/24/end,terms/24/state,terms/24/party,terms/24/district,terms/24/url,terms/24/address,terms/24/phone,terms/24/fax,terms/24/contact_form,terms/24/office,terms/24/rss_url,terms/25/type,terms/25/start,terms/25/end,terms/25/state,terms/25/party,terms/25/district,terms/25/url,terms/25/address,terms/25/phone,terms/25/fax,terms/25/contact_form,terms/25/office,terms/25/rss_url,terms/12/address,terms/12/phone,terms/12/fax,terms/12/contact_form,terms/12/office,terms/12/rss_url,terms/13/rss_url,terms/16/url,terms/16/address,terms/16/phone,terms/16/fax,terms/16/contact_form,terms/16/office,terms/16/rss_url,terms/17/url,terms/17/address,terms/17/phone,terms/17/fax,terms/17/contact_form,terms/17/office,terms/17/rss_url,terms/18/url,terms/18/address,terms/18/phone,terms/18/fax,terms/18/contact_form,terms/18/office,terms/19/address,terms/19/phone,terms/19/fax,terms/19/contact_form,terms/19/office,terms/19/rss_url,terms/20/class,terms/20/state_rank,terms/20/phone,terms/20/office,terms/20/address,terms/20/contact_form,terms/21/class,terms/21/state_rank,terms/21/phone,terms/21/office,terms/21/address,terms/21/contact_form,terms/20/fax,terms/21/fax,terms/21/rss_url,terms/22/address,terms/22/phone,terms/22/fax,terms/22/contact_form,terms/22/office,terms/22/rss_url,terms/0/party_affiliations/0/start,terms/0/party_affiliations/0/end,terms/0/party_affiliations/0/party,terms/0/party_affiliations/1/start,terms/0/party_affiliations/1/end,terms/0/party_affiliations/1/party,terms/3/caucus,terms/18/rss_url,terms/5/party_affiliations/0/start,terms/5/party_affiliations/0/end,terms/5/party_affiliations/0/party,terms/5/party_affiliations/1/start,terms/5/party_affiliations/1/end,terms/5/party_affiliations/1/party,terms/20/rss_url,family/4/name,family/4/relation,terms/0/caucus
B000755,01468,,400046,N00005883,361,H6TX08100,,45749,Kevin Brady,9754,,166,29760,Q472241,kg:/m/03tq00,Kevin,Brady,Kevin Brady,1955-04-11,M,Catholic,rep,1997-01-07,1999-01-03,TX,8,Republican,rep,1999-01-06,2001-01-03,TX,8,Republican,rep,2001-01-03,2003-01-03,TX,8,Republican,rep,2003-01-07,2005-01-03,TX,8,Republican,rep,2005-01-04,2007-01-03,TX,8,Republican,rep,2007-01-04,2009-01-03,TX,8,Republican,http://www.house.gov/brady,rep,2009-01-06,2011-01-03,TX,8,Republican,http://www.house.gov/brady,rep,2011-01-05,2013-01-03,TX,,Republican,http://www.house.gov/brady,301 Cannon HOB; Washington DC 20515-4308,202-225-4901,202-225-5524,http://www.house.gov/brady/contact_page.html,301 Cannon House Office Building,rep,2013-01-03,2015-01-03,TX,Republican,,http://kevinbrady.house.gov,301 Cannon HOB; Washington DC 20515-4308,202-225-4901,202-225-5524,https://kevinbrady.house.gov/contact-form,301 Cannon House Office Building,,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,,,,,,,,,,,http://www.house.gov/brady,,,,,,,,P.,8,8,rep,2015-01-06,2017-01-03,TX,8,Republican,http://kevinbrady.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/brady,,,,,,,,,,,,,,,,,301 Cannon HOB; Washington DC 20515-4308,202-225-4901,202-225-5524,https://kevinbrady.house.gov/contact-form,301 Cannon House Office Building,,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001227,01469,,400047,N00001619,2519,H8PA01153,,55227,Bob Brady,10355,Robert A. Brady,165,29777,Q434522,kg:/m/03tq5z,Robert,Brady,Robert A. Brady,1945-04-07,M,,rep,1998-05-19,1999-01-03,PA,1,Democrat,rep,1999-01-06,2001-01-03,PA,1,Democrat,rep,2001-01-03,2003-01-03,PA,1,Democrat,rep,2003-01-07,2005-01-03,PA,1,Democrat,rep,2005-01-04,2007-01-03,PA,1,Democrat,rep,2007-01-04,2009-01-03,PA,1,Democrat,http://www.house.gov/robertbrady,rep,2009-01-06,2011-01-03,PA,1,Democrat,http://www.brady.house.gov,rep,2011-01-05,2013-01-03,PA,,Democrat,http://www.brady.house.gov,102 Cannon HOB; Washington DC 20515-3801,202-225-4731,202-225-0088,http://www.house.gov/formrobertbrady/issue.htm,102 Cannon House Office Building,rep,2013-01-03,2015-01-03,PA,Democrat,,http://brady.house.gov,102 Cannon HOB; Washington DC 20515-3801,202-225-4731,202-225-0088,https://brady.house.gov/contact-me/email-me,102 Cannon House Office Building,,http://brady.house.gov/rss.xml,,,,,,,,,,,http://www.house.gov/robertbrady,,,,,,,,Alan,1,1,rep,2015-01-06,2017-01-03,PA,1,Democrat,http://brady.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/robertbrady,,,,,,,,,,,,,,,,,102 Cannon HOB; Washington DC 20515-3801,202-225-4731,202-225-0088,https://brady.house.gov/contact-me/email-me,102 Cannon House Office Building,,http://brady.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001274,01987,,412395,N00030910,121610,H0AL05163,,94888,Mo Brooks,10438,Mo Brooks,1409,21193,Q1941306,kg:/m/0c3xdjf,Mo,Brooks,Mo Brooks,1954-04-29,M,,rep,2011-01-05,2013-01-03,AL,5,Republican,rep,2013-01-03,2015-01-03,AL,5,Republican,rep,2015-01-06,2017-01-03,AL,5,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://brooks.house.gov,,http://brooks.house.gov,1230 Longworth HOB; Washington DC 20515-0105,202-225-4801,202-225-4392,https://brooks.house.gov/email-me,1230 Longworth House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://brooks.house.gov/,1641 Longworth HOB; Washington DC 20515-0105,202-225-4801,202-225-4392,,1641 Longworth House Office Building,1230 Longworth HOB; Washington DC 20515-0105,202-225-4801,202-225-4392,https://brooks.house.gov/email-me,1230 Longworth House Office Building,,http://brooks.house.gov/rss/press-releases.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://brooks.house.gov/rss/press-releases.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000911,00132,,400048,N00002713,26797,H2FL03056,S0FL00403,26192,Corrine Brown,7695,Corrine Brown,167,29328,Q461512,kg:/m/0251xd,Corrine,Brown,Corrine Brown,1946-11-11,F,Baptist,rep,1993-01-05,1995-01-03,FL,3,Democrat,rep,1995-01-04,1997-01-03,FL,3,Democrat,rep,1997-01-07,1999-01-03,FL,3,Democrat,rep,1999-01-06,2001-01-03,FL,3,Democrat,rep,2001-01-03,2003-01-03,FL,3,Democrat,rep,2003-01-07,2005-01-03,FL,3,Democrat,http://www.house.gov/corrinebrown,rep,2005-01-04,2007-01-03,FL,3,Democrat,http://www.house.gov/corrinebrown,rep,2007-01-04,2009-01-03,FL,,Democrat,http://www.house.gov/corrinebrown,,,,,,rep,2009-01-06,2011-01-03,FL,Democrat,,http://www.house.gov/corrinebrown,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,rep,2011-01-05,2013-01-03,FL,3,Democrat,http://www.house.gov/corrinebrown,rep,2013-01-03,2015-01-03,FL,,Democrat,http://corrinebrown.house.gov,2111 Rayburn HOB; Washington DC 20515-0905,202-225-0123,202-225-2256,https://forms.house.gov/corrinebrown/webforms/contact-me.shtml,2111 Rayburn House Office Building,rep,2015-01-06,2017-01-03,FL,Democrat,,https://corrinebrown.house.gov,2111 Rayburn HOB; Washington DC 20515-0905,202-225-0123,202-225-2256,https://forms.house.gov/corrinebrown/webforms/contact-me.shtml,2111 Rayburn House Office Building,,http://corrinebrown.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336 Rayburn HOB; Washington DC 20515-0903,202-225-0123,202-225-2256,http://www.house.gov/corrinebrown/IMA/issue.shtml,2336 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://corrinebrown.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001260,01840,,412196,N00027626,66247,H6FL13148,,1021626,Vern Buchanan,10419,Vern Buchanan,683,20709,Q2517229,kg:/m/0gtjsp,Vern,Buchanan,Vern Buchanan,1951-05-08,M,,rep,2007-01-04,2009-01-03,FL,13,Republican,rep,2009-01-06,2011-01-03,FL,13,Republican,rep,2011-01-05,2013-01-03,FL,13,Republican,rep,2013-01-03,2015-01-03,FL,16,Republican,rep,2015-01-06,2017-01-03,FL,16,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://buchanan.house.gov,,http://buchanan.house.gov,221 Cannon HOB; Washington DC 20515-0913,202-225-5015,202-226-0828,http://buchanan.house.gov/contact.shtml,221 Cannon House Office Building,,http://buchanan.house.gov,2104 Rayburn HOB; Washington DC 20515-0916,202-225-5015,202-226-0828,https://buchanan.house.gov/email-me,2104 Rayburn House Office Building,,http://buchanan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://buchanan.house.gov,,,,,,,,,,,,,,https://buchanan.house.gov,2104 Rayburn HOB; Washington DC 20515-0916,202-225-5015,202-226-0828,https://buchanan.house.gov/email-me,2104 Rayburn House Office Building,,http://buchanan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001275,02018,,412427,N00031227,120335,H0IN08114,,61837,Larry Bucshon,10439,Larry Bucshon,1438,21132,Q944286,kg:/m/0dd9k_y,Larry,Bucshon,Larry Bucshon,1962-05-31,M,,rep,2011-01-05,2013-01-03,IN,8,Republican,rep,2013-01-03,2015-01-03,IN,8,Republican,rep,2015-01-06,2017-01-03,IN,8,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bucshon.house.gov,,http://bucshon.house.gov,1005 Longworth HOB; Washington DC 20515-1408,202-225-4636,202-225-3284,https://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bucshon.house.gov/,1123 Longworth HOB; Washington DC 20515-1408,202-225-4636,202-225-3284,,1123 Longworth House Office Building,1005 Longworth HOB; Washington DC 20515-1408,202-225-4636,202-225-3284,https://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,,http://bucshon.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bucshon.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001248,01751,,400052,N00025219,50120,H2TX26093,,1003620,Michael C. Burgess,10395,,171,20355,Q539521,kg:/m/03tq8_,Michael,Burgess,Michael C. Burgess,1950-12-23,M,Episcopalian,rep,2003-01-07,2005-01-03,TX,26,Republican,rep,2005-01-04,2007-01-03,TX,26,Republican,rep,2007-01-04,2009-01-03,TX,26,Republican,rep,2009-01-06,2011-01-03,TX,26,Republican,rep,2011-01-05,2013-01-03,TX,26,Republican,rep,2013-01-03,2015-01-03,TX,26,Republican,http://burgess.house.gov,rep,2015-01-06,2017-01-03,TX,26,Republican,http://burgess.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/burgess,,http://burgess.house.gov,,,,,,,http://burgess.house.gov,,,,,,,,C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336 Rayburn HOB; Washington DC 20515-4326,202-225-7772,202-225-2919,http://burgess.house.gov/contact/356345.htm,2336 Rayburn House Office Building,,,,,,http://www.house.gov/burgess,,,,,,,,,,,,,,http://burgess.house.gov,2241 Rayburn HOB; Washington DC 20515-4326,202-225-7772,202-225-2919,https://forms.house.gov/wyr/welcome.shtml,2241 Rayburn House Office Building,,,2336 Rayburn HOB; Washington DC 20515-4326,202-225-7772,202-225-2919,http://burgess.house.gov/contact/356345.htm,2336 Rayburn House Office Building,,http://burgess.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://burgess.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001135,00153,S300,400054,N00002221,21787,S4NC00089,H2NC05074,31054,Richard Burr,10236,Richard Burr,172,29548,Q331278,kg:/m/03g_s9,Richard,Burr,Richard Burr,1955-11-30,M,Methodist,rep,1995-01-04,1997-01-03,NC,5,Republican,rep,1997-01-07,1999-01-03,NC,5,Republican,rep,1999-01-06,2001-01-03,NC,5,Republican,rep,2001-01-03,2003-01-03,NC,5,Republican,rep,2003-01-07,2005-01-03,NC,5,Republican,sen,2005-01-04,2011-01-03,NC,,Republican,http://burr.senate.gov,sen,2011-01-05,2017-01-03,NC,,Republican,http://www.burr.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,217 Russell Senate Office Building Washington DC 20510,202-224-3154,202-228-2981,http://www.burr.senate.gov/public/index.cfm?FuseAction=Contact.ContactForm,217 Russell Senate Office Building,,,,,,,,,,,,,,,,,,,,http://www.house.gov/burr,,,,,,,,,,,,,senior,http://www.burr.senate.gov/public/index.cfm?fuseaction=rss.feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001251,01761,,400616,N00027035,41077,H4NC01046,,1013540,G. K. Butterfield,10401,G.K. Butterfield,624,20340,Q983532,kg:/m/03g_pq,George,Butterfield,G. K. Butterfield,1947-04-27,M,Baptist,rep,2004-07-21,2005-01-03,NC,1,Democrat,rep,2005-01-04,2007-01-03,NC,1,Democrat,rep,2007-01-04,2009-01-03,NC,1,Democrat,rep,2009-01-06,2011-01-03,NC,1,Democrat,rep,2011-01-05,2013-01-03,NC,1,Democrat,rep,2013-01-03,2015-01-03,NC,1,Democrat,http://butterfield.house.gov,rep,2015-01-06,2017-01-03,NC,1,Democrat,http://butterfield.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/butterfield,,,,,,,http://www.house.gov/butterfield,,,,,,,,Kenneth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2305 Rayburn HOB; Washington DC 20515-3301,202-225-3101,202-225-3354,https://butterfield.house.gov/email-congressman-butterfield,2305 Rayburn House Office Building,,,G.K.,Jr.,,http://www.house.gov/butterfield/,,,,,,,,,,,,,,http://www.house.gov/butterfield,2305 Rayburn HOB; Washington DC 20515-3301,202-225-3101,202-225-3354,http://butterfield.house.gov/contactinfo.asp,2305 Rayburn House Office Building,,,2305 Rayburn HOB; Washington DC 20515-3301,202-225-3101,202-225-3354,https://butterfield.house.gov/email-congressman-butterfield,2305 Rayburn House Office Building,,http://butterfield.house.gov/rss/press-releases.xml/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://butterfield.house.gov/rss/press-releases.xml/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C000059,00165,,400057,N00007099,26777,H2CA37023,,26709,Ken Calvert,10517,,175,29323,Q538978,kg:/m/024xl1,Ken,Calvert,Ken Calvert,1953-06-08,M,Protestant,rep,1993-01-05,1995-01-03,CA,43,Republican,rep,1995-01-04,1997-01-03,CA,43,Republican,rep,1997-01-07,1999-01-03,CA,43,Republican,rep,1999-01-06,2001-01-03,CA,43,Republican,rep,2001-01-03,2003-01-03,CA,43,Republican,rep,2003-01-07,2005-01-03,CA,44,Republican,http://www.house.gov/calvert,rep,2005-01-04,2007-01-03,CA,44,Republican,http://www.house.gov/calvert,rep,2007-01-04,2009-01-03,CA,,Republican,http://calvert.house.gov,,,,,,rep,2009-01-06,2011-01-03,CA,Republican,,http://calvert.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,S.,44,44,rep,2011-01-05,2013-01-03,CA,44,Republican,http://calvert.house.gov,rep,2013-01-03,2015-01-03,CA,,Republican,http://calvert.house.gov,2269 Rayburn HOB; Washington DC 20515-0542,202-225-1986,202-225-2004,https://calvert.house.gov/contactform/,2269 Rayburn House Office Building,rep,2015-01-06,2017-01-03,CA,Republican,,http://calvert.house.gov,2205 Rayburn HOB; Washington DC 20515-0542,202-225-1986,202-225-2004,https://calvert.house.gov/contactform/,2205 Rayburn House Office Building,,http://calvert.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269 Rayburn HOB; Washington DC 20515-0544,202-225-1986,202-225-2004,http://calvert.house.gov/awenhnjafe.asp,2269 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://calvert.house.gov/news/rss.aspx,,,,,,,,,,,,,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
