,name/official_full,bio/birthday,bio/gender,address,contact_form,url,phone,party,dateInOffice,endOfTerm,yearsInCongress,state,district,office,position
441,Scott Perry,5/27/62,M,1207 Longworth HOB; Washington DC 20515-3804,http://perryforms.house.gov/forms/writeyourrep/,http://perry.house.gov,202-225-5836,Republican,1/3/13,1/3/17,4.0,PA,5.0,1207 Longworth House Office Building,rep
442,Keith J. Rothfus,4/25/62,M,1205 Longworth HOB; Washington DC 20515-3812,https://rothfus.house.gov/email-keith,https://rothfus.house.gov,202-225-2065,Republican,1/3/13,1/3/17,4.0,PA,13.0,1205 Longworth House Office Building,rep
443,Matt Cartwright,5/1/61,M,1419 Longworth HOB; Washington DC 20515-3817,https://cartwrightforms.house.gov/forms/writeyourrep/,http://cartwright.house.gov,202-225-5546,Democrat,1/3/13,1/3/17,4.0,PA,18.0,1419 Longworth House Office Building,rep
444,Tom Rice,8/4/57,M,223 Cannon HOB; Washington DC 20515-4007,https://tomriceforms.house.gov/forms/writeyourrep/,http://rice.house.gov,202-225-9895,Republican,1/3/13,1/3/17,4.0,SC,8.0,223 Cannon House Office Building,rep
445,Ted Cruz,12/22/70,M,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,https://www.cruz.senate.gov,202-224-5922,Republican,1/3/13,1/3/19,6.0,TX,,404 Russell Senate Office Building,sen
446,Randy K. Weber Sr.,7/2/53,M,510 Cannon HOB; Washington DC 20515-4314,https://weber.house.gov/contact/email-me,http://weber.house.gov,202-225-2831,Republican,1/3/13,1/3/17,4.0,TX,15.0,510 Cannon House Office Building,rep
447,Beto O'Rourke,9/26/72,M,1330 Longworth HOB; Washington DC 20515-4316,https://orourkeforms.house.gov/forms/writeyourrep/,http://orourke.house.gov,202-225-4831,Democrat,1/3/13,1/3/17,4.0,TX,17.0,1330 Longworth House Office Building,rep
448,Joaquin Castro,9/16/74,M,212 Cannon HOB; Washington DC 20515-4320,https://castro.house.gov/contact/email-me,http://castro.house.gov,202-225-3236,Democrat,1/3/13,1/3/17,4.0,TX,21.0,212 Cannon House Office Building,rep
449,Roger Williams,9/13/49,M,1323 Longworth HOB; Washington DC 20515-4325,https://williams.house.gov/contact/email-me,http://williams.house.gov,202-225-9896,Republican,1/3/13,1/3/17,4.0,TX,26.0,1323 Longworth House Office Building,rep
450,Marc A. Veasey,1/3/71,M,414 Cannon HOB; Washington DC 20515-4333,https://veaseyforms.house.gov/forms/writeyourrep/,http://veasey.house.gov,202-225-9897,Democrat,1/3/13,1/3/17,4.0,TX,34.0,414 Cannon House Office Building,rep
451,Filemon Vela,2/13/63,M,437 Cannon HOB; Washington DC 20515-4334,https://forms.house.gov/vela/webforms/email-me.shtml,http://vela.house.gov,202-225-9901,Democrat,1/3/13,1/3/17,4.0,TX,35.0,437 Cannon House Office Building,rep
452,Chris Stewart,7/15/60,M,323 Cannon HOB; Washington DC 20515-4402,https://stewart.house.gov/contact/email-me,http://stewart.house.gov,202-225-9730,Republican,1/3/13,1/3/17,4.0,UT,3.0,323 Cannon House Office Building,rep
453,Tim Kaine,2/26/58,M,231 Russell Senate Office Building Washington DC 20510,http://www.kaine.senate.gov/contact,http://www.kaine.senate.gov,202-224-4024,Democrat,1/3/13,1/3/19,6.0,VA,,231 Russell Senate Office Building,sen
454,Derek Kilmer,1/1/74,M,1520 Longworth HOB; Washington DC 20515-4706,https://kilmer.house.gov/contact/email-me,http://kilmer.house.gov,202-225-5916,Democrat,1/3/13,1/3/17,4.0,WA,7.0,1520 Longworth House Office Building,rep
455,Denny Heck,7/29/52,M,425 Cannon HOB; Washington DC 20515-4710,https://dennyheck.house.gov/contact/email-me,http://dennyheck.house.gov,202-225-9740,Democrat,1/3/13,1/3/17,4.0,WA,11.0,425 Cannon House Office Building,rep
456,Mark Pocan,8/14/64,M,313 Cannon HOB; Washington DC 20515-4902,https://pocan.house.gov/contact/email-me,http://pocan.house.gov,202-225-2906,Democrat,1/3/13,1/3/17,4.0,WI,3.0,313 Cannon House Office Building,rep
457,Robin L. Kelly,4/30/56,F,1239 Longworth HOB; Washington DC 20515-1302,https://robinkelly.house.gov/contact/email-me,http://robinkelly.house.gov,202-225-0773,Democrat,4/9/13,1/3/17,4.0,IL,3.0,1239 Longworth House Office Building,rep
458,Mark Sanford,5/28/60,M,2201 Rayburn HOB; Washington DC 20515-4001,https://sanford.house.gov/contact/email-me,http://sanford.house.gov,202-225-3176,Republican,1/4/95,1/3/17,10.0,SC,2.0,2201 Rayburn House Office Building,rep
459,Jason Smith,6/16/80,M,1118 Longworth HOB; Washington DC 20515-2508,https://jasonsmith.house.gov/contact/email-me,http://jasonsmith.house.gov,202-225-4404,Republican,6/4/13,1/3/17,4.0,MO,9.0,1118 Longworth House Office Building,rep
460,Cory A. Booker,4/27/69,M,359 Dirksen Senate Office Building Washington DC 20510,http://www.booker.senate.gov/?p=contact,http://www.booker.senate.gov,202-224-3224,Democrat,10/31/13,1/3/21,12.0,NJ,,359 Dirksen Senate Office Building,sen
461,Katherine M. Clark,7/17/63,F,1721 Longworth HOB; Washington DC 20515-2105,https://katherineclark.house.gov/index.cfm/email-me,https://katherineclark.house.gov,202-225-2836,Democrat,12/12/13,1/3/17,4.0,MA,6.0,1721 Longworth House Office Building,rep
462,Bradley Byrne,2/16/55,M,119 Cannon HOB; Washington DC 20515-0101,https://byrne.house.gov/contact/email-me,https://byrne.house.gov,202-225-4931,Republican,1/8/14,1/3/17,4.0,AL,2.0,119 Cannon House Office Building,rep
463,David W. Jolly,10/31/72,M,1728 Longworth HOB; Washington DC 20515-0913,https://jolly.house.gov/contact/email-me,http://jolly.house.gov,202-225-5961,Republican,3/11/14,1/3/17,4.0,FL,14.0,1728 Longworth House Office Building,rep
464,Curt Clawson,9/28/59,M,228 Cannon HOB; Washington DC 20515-0919,,http://clawson.house.gov,202-225-2536,Republican,6/24/14,1/3/17,4.0,FL,20.0,228 Cannon House Office Building,rep
465,Dave Brat,7/27/64,M,330 Cannon HOB; Washington DC 20515-4607,http://brat.house.gov/contact,http://brat.house.gov,202-225-2815,Republican,11/12/14,1/3/17,4.0,VA,8.0,330 Cannon House Office Building,rep
466,Donald Norcross,12/13/58,M,1531 Longworth HOB; Washington DC 20515-3001,http://norcross.house.gov/contact,http://norcross.house.gov,202-225-6501,Democrat,11/12/14,1/3/17,4.0,NJ,2.0,1531 Longworth House Office Building,rep
467,Alma S. Adams,5/27/46,F,222 Cannon HOB; Washington DC 20515-3312,http://adams.house.gov/contact,http://adams.house.gov,202-225-1510,Democrat,11/12/14,1/3/17,4.0,NC,13.0,222 Cannon House Office Building,rep
468,Robert J. Dold,6/23/69,M,221 Cannon HOB; Washington DC 20515-1310,,https://dold.house.gov,202-225-4835,Republican,1/5/11,1/3/17,4.0,IL,11.0,221 Cannon House Office Building,rep
469,Frank C. Guinta,9/26/70,M,326 Cannon HOB; Washington DC 20515-2901,,https://guinta.house.gov,202-225-5456,Republican,1/5/11,1/3/17,4.0,NH,2.0,326 Cannon House Office Building,rep
470,Gary J. Palmer,5/14/54,M,206 Cannon HOB; Washington DC 20515-0106,,https://palmer.house.gov,202-225-4921,Republican,1/6/15,1/3/17,2.0,AL,7.0,206 Cannon House Office Building,rep
471,J. French Hill,12/5/56,M,1229 Longworth HOB; Washington DC 20515-0402,,https://hill.house.gov,202-225-2506,Republican,1/6/15,1/3/17,2.0,AR,3.0,1229 Longworth House Office Building,rep
472,Bruce Westerman,11/18/67,M,130 Cannon HOB; Washington DC 20515-0404,,https://westerman.house.gov,202-225-3772,Republican,1/6/15,1/3/17,2.0,AR,5.0,130 Cannon House Office Building,rep
473,Martha McSally,3/22/66,F,1029 Longworth HOB; Washington DC 20515-0302,,https://mcsally.house.gov,202-225-2542,Republican,1/6/15,1/3/17,2.0,AZ,3.0,1029 Longworth House Office Building,rep
474,Ruben Gallego,11/20/79,M,1218 Longworth HOB; Washington DC 20515-0307,,https://rubengallego.house.gov,202-225-4065,Democrat,1/6/15,1/3/17,2.0,AZ,8.0,1218 Longworth House Office Building,rep
475,Mark DeSaulnier,3/31/52,M,327 Cannon HOB; Washington DC 20515-0511,,https://desaulnier.house.gov,202-225-2095,Democrat,1/6/15,1/3/17,2.0,CA,12.0,327 Cannon House Office Building,rep
476,Stephen Knight,12/17/66,M,1023 Longworth HOB; Washington DC 20515-0525,,https://knight.house.gov,202-225-1956,Republican,1/6/15,1/3/17,2.0,CA,26.0,1023 Longworth House Office Building,rep
477,Pete Aguilar,6/19/79,M,1223 Longworth HOB; Washington DC 20515-0531,,https://aguilar.house.gov,202-225-3201,Democrat,1/6/15,1/3/17,2.0,CA,32.0,1223 Longworth House Office Building,rep
478,Ted Lieu,3/29/69,M,415 Cannon HOB; Washington DC 20515-0533,,https://lieu.house.gov,202-225-3976,Democrat,1/6/15,1/3/17,2.0,CA,34.0,415 Cannon House Office Building,rep
479,Norma J. Torres,4/4/65,F,516 Cannon HOB; Washington DC 20515-0535,,https://torres.house.gov,202-225-6161,Democrat,1/6/15,1/3/17,2.0,CA,36.0,516 Cannon House Office Building,rep
480,Mimi Walters,5/14/62,F,236 Cannon HOB; Washington DC 20515-0545,,https://walters.house.gov,202-225-5611,Republican,1/6/15,1/3/17,2.0,CA,46.0,236 Cannon House Office Building,rep
481,Ken Buck,2/16/59,M,416 Cannon HOB; Washington DC 20515-0604,,https://buck.house.gov,202-225-4676,Republican,1/6/15,1/3/17,2.0,CO,5.0,416 Cannon House Office Building,rep
482,Gwen Graham,1/31/63,F,1213 Longworth HOB; Washington DC 20515-0902,,https://graham.house.gov,202-225-5235,Democrat,1/6/15,1/3/17,2.0,FL,3.0,1213 Longworth House Office Building,rep
483,Carlos Curbelo,3/1/80,M,1429 Longworth HOB; Washington DC 20515-0926,,http://curbelo.house.gov,202-225-2778,Republican,1/6/15,1/3/17,2.0,FL,27.0,1429 Longworth House Office Building,rep
484,"Earl L. ""Buddy"" Carter",9/6/57,M,432 Cannon HOB; Washington DC 20515-1001,,http://buddycarter.house.gov,202-225-5831,Republican,1/6/15,1/3/17,2.0,GA,2.0,432 Cannon House Office Building,rep
485,Jody B. Hice,4/22/60,M,1516 Longworth HOB; Washington DC 20515-1010,,https://hice.house.gov,202-225-4101,Republican,1/6/15,1/3/17,2.0,GA,11.0,1516 Longworth House Office Building,rep
486,Barry Loudermilk,12/22/63,M,238 Cannon HOB; Washington DC 20515-1011,,http://loudermilk.house.gov,202-225-2931,Republican,1/6/15,1/3/17,2.0,GA,12.0,238 Cannon House Office Building,rep
487,Rick W. Allen,11/7/51,M,513 Cannon HOB; Washington DC 20515-1012,,http://allen.house.gov,202-225-2823,Republican,1/6/15,1/3/17,2.0,GA,13.0,513 Cannon House Office Building,rep
488,Rod Blum,4/26/55,M,213 Cannon HOB; Washington DC 20515-1501,,https://blum.house.gov,202-225-2911,Republican,1/6/15,1/3/17,2.0,IA,2.0,213 Cannon House Office Building,rep
489,David Young,5/11/68,M,515 Cannon HOB; Washington DC 20515-1503,,https://davidyoung.house.gov,202-225-5476,Republican,1/6/15,1/3/17,2.0,IA,4.0,515 Cannon House Office Building,rep
490,Mike Bost,12/30/60,M,1440 Longworth HOB; Washington DC 20515-1312,,https://bost.house.gov,202-225-5661,Republican,1/6/15,1/3/17,2.0,IL,13.0,1440 Longworth House Office Building,rep
491,Ralph Lee Abraham,9/16/54,M,417 Cannon HOB; Washington DC 20515-1805,,https://abraham.house.gov,202-225-8490,Republican,1/6/15,1/3/17,2.0,LA,6.0,417 Cannon House Office Building,rep
492,Garret Graves,1/31/72,M,204 Cannon HOB; Washington DC 20515-1806,,https://garretgraves.house.gov,202-225-3901,Republican,1/6/15,1/3/17,2.0,LA,7.0,204 Cannon House Office Building,rep
493,Seth Moulton,10/24/78,M,1408 Longworth HOB; Washington DC 20515-2106,,https://moulton.house.gov,202-225-8020,Democrat,1/6/15,1/3/17,2.0,MA,7.0,1408 Longworth House Office Building,rep
494,Bruce Poliquin,11/1/53,M,426 Cannon HOB; Washington DC 20515-1902,,https://poliquin.house.gov,202-225-6306,Republican,1/6/15,1/3/17,2.0,ME,3.0,426 Cannon House Office Building,rep
495,John R. Moolenaar,5/8/61,M,117 Cannon HOB; Washington DC 20515-2204,,https://moolenaar.house.gov,202-225-3561,Republican,1/6/15,1/3/17,2.0,MI,5.0,117 Cannon House Office Building,rep
496,Mike Bishop,3/18/67,M,428 Cannon HOB; Washington DC 20515-2208,,https://mikebishop.house.gov,202-225-4872,Republican,1/6/15,1/3/17,2.0,MI,9.0,428 Cannon House Office Building,rep
497,David A. Trott,10/16/60,M,1722 Longworth HOB; Washington DC 20515-2211,,https://trott.house.gov,202-225-8171,Republican,1/6/15,1/3/17,2.0,MI,12.0,1722 Longworth House Office Building,rep
498,Debbie Dingell,11/23/53,F,116 Cannon HOB; Washington DC 20515-2212,,https://debbiedingell.house.gov,202-225-4071,Democrat,1/6/15,1/3/17,2.0,MI,13.0,116 Cannon House Office Building,rep
499,Brenda L. Lawrence,10/18/54,F,1237 Longworth HOB; Washington DC 20515-2214,,https://lawrence.house.gov,202-225-5802,Democrat,1/6/15,1/3/17,2.0,MI,15.0,1237 Longworth House Office Building,rep
500,Tom Emmer,3/3/61,M,503 Cannon HOB; Washington DC 20515-2306,,https://emmer.house.gov,202-225-2331,Republican,1/6/15,1/3/17,2.0,MN,7.0,503 Cannon House Office Building,rep
501,Ryan K. Zinke,11/1/61,M,113 Cannon HOB; Washington DC 20515-2600,,https://zinke.house.gov,202-225-3211,Republican,1/6/15,1/3/17,2.0,MT,1.0,113 Cannon House Office Building,rep
502,David Rouzer,2/16/72,M,424 Cannon HOB; Washington DC 20515-3307,,https://rouzer.house.gov,202-225-2731,Republican,1/6/15,1/3/17,2.0,NC,8.0,424 Cannon House Office Building,rep
503,Brad Ashford,11/10/49,M,107 Cannon HOB; Washington DC 20515-2702,,https://ashford.house.gov,202-225-4155,Democrat,1/6/15,1/3/17,2.0,NE,3.0,107 Cannon House Office Building,rep
504,Thomas MacArthur,10/16/60,M,506 Cannon HOB; Washington DC 20515-3003,,https://macarthur.house.gov,202-225-4765,Republican,1/6/15,1/3/17,2.0,NJ,4.0,506 Cannon House Office Building,rep
505,Bonnie Watson Coleman,2/6/45,F,126 Cannon HOB; Washington DC 20515-3012,,https://watsoncoleman.house.gov,202-225-5801,Democrat,1/6/15,1/3/17,2.0,NJ,13.0,126 Cannon House Office Building,rep
506,Cresent Hardy,6/23/57,M,430 Cannon HOB; Washington DC 20515-2804,,https://hardy.house.gov,202-225-9894,Republican,1/6/15,1/3/17,2.0,NV,5.0,430 Cannon House Office Building,rep
507,Lee M. Zeldin,1/30/80,M,1517 Longworth HOB; Washington DC 20515-3201,,https://zeldin.house.gov,202-225-3826,Republican,1/6/15,1/3/17,2.0,NY,2.0,1517 Longworth House Office Building,rep
508,Kathleen M. Rice,2/15/65,F,1508 Longworth HOB; Washington DC 20515-3204,,http://kathleenrice.house.gov,202-225-5516,Democrat,1/6/15,1/3/17,2.0,NY,5.0,1508 Longworth House Office Building,rep
509,Elise M. Stefanik,7/2/84,F,512 Cannon HOB; Washington DC 20515-3221,,https://stefanik.house.gov,202-225-4611,Republican,1/6/15,1/3/17,2.0,NY,22.0,512 Cannon House Office Building,rep
510,John Katko,11/9/62,M,1123 Longworth HOB; Washington DC 20515-3224,,https://katko.house.gov,202-225-3701,Republican,1/6/15,1/3/17,2.0,NY,25.0,1123 Longworth House Office Building,rep
511,Steve Russell,5/25/63,M,128 Cannon HOB; Washington DC 20515-3605,,https://russell.house.gov,202-225-2132,Republican,1/6/15,1/3/17,2.0,OK,6.0,128 Cannon House Office Building,rep
512,Ryan A. Costello,9/7/76,M,427 Cannon HOB; Washington DC 20515-3806,,https://costello.house.gov,202-225-4315,Republican,1/6/15,1/3/17,2.0,PA,7.0,427 Cannon House Office Building,rep
513,Brendan F. Boyle,2/6/77,M,118 Cannon HOB; Washington DC 20515-3813,,https://boyle.house.gov,202-225-6111,Democrat,1/6/15,1/3/17,2.0,PA,14.0,118 Cannon House Office Building,rep
514,John Ratcliffe,10/20/65,M,325 Cannon HOB; Washington DC 20515-4304,,https://ratcliffe.house.gov,202-225-6673,Republican,1/6/15,1/3/17,2.0,TX,5.0,325 Cannon House Office Building,rep
515,Will Hurd,8/19/77,M,317 Cannon HOB; Washington DC 20515-4323,,https://hurd.house.gov,202-225-4511,Republican,1/6/15,1/3/17,2.0,TX,24.0,317 Cannon House Office Building,rep
516,Brian Babin,3/23/48,M,316 Cannon HOB; Washington DC 20515-4336,,http://babin.house.gov,202-225-1555,Republican,1/6/15,1/3/17,2.0,TX,37.0,316 Cannon House Office Building,rep
517,Mia B. Love,12/6/75,F,217 Cannon HOB; Washington DC 20515-4404,,https://love.house.gov,202-225-3011,Republican,1/6/15,1/3/17,2.0,UT,5.0,217 Cannon House Office Building,rep
518,Donald S. Beyer Jr.,6/20/50,M,431 Cannon HOB; Washington DC 20515-4608,,http://beyer.house.gov,202-225-4376,Democrat,1/6/15,1/3/17,2.0,VA,9.0,431 Cannon House Office Building,rep
519,Barbara Comstock,6/30/59,F,226 Cannon HOB; Washington DC 20515-4610,,https://comstock.house.gov,202-225-5136,Republican,1/6/15,1/3/17,2.0,VA,11.0,226 Cannon House Office Building,rep
520,Stacey E. Plaskett,5/13/64,F,509 Cannon HOB; Washington DC 20515-5500,,https://plaskett.house.gov,202-225-1790,Democrat,1/6/15,1/3/17,2.0,VI,1.0,509 Cannon House Office Building,rep
521,Dan Newhouse,7/10/55,M,1641 Longworth HOB; Washington DC 20515-4704,,https://newhouse.house.gov,202-225-5816,Republican,1/6/15,1/3/17,2.0,WA,5.0,1641 Longworth House Office Building,rep
522,Glenn Grothman,7/3/55,M,501 Cannon HOB; Washington DC 20515-4906,,http://grothman.house.gov,202-225-2476,Republican,1/6/15,1/3/17,2.0,WI,7.0,501 Cannon House Office Building,rep
523,Alexander X. Mooney,6/5/71,M,1232 Longworth HOB; Washington DC 20515-4802,,https://mooney.house.gov,202-225-2711,Republican,1/6/15,1/3/17,2.0,WV,3.0,1232 Longworth House Office Building,rep
524,Evan H. Jenkins,9/12/60,M,502 Cannon HOB; Washington DC 20515-4803,,https://evanjenkins.house.gov,202-225-3452,Republican,1/6/15,1/3/17,2.0,WV,4.0,502 Cannon House Office Building,rep
525,Aumua Amata Coleman Radewagen,12/29/47,F,1339 Longworth HOB; Washington DC 20515-5200,,https://radewagen.house.gov,202-225-8577,Republican,1/6/15,1/3/17,2.0,AS,1.0,1339 Longworth House Office Building,rep
526,Daniel Sullivan,11/13/64,M,702 Hart Senate Office Building Washington DC 20510,,http://www.sullivan.senate.gov,202-224-3004,Republican,1/6/15,1/3/21,6.0,AK,,702 Hart Senate Office Building,sen
527,David Perdue,12/10/49,M,383 Russell Senate Office Building Washington DC 20510,,http://www.perdue.senate.gov,202-224-3521,Republican,1/6/15,1/3/21,6.0,GA,,383 Russell Senate Office Building,sen
528,Joni Ernst,7/1/70,F,111 Russell Senate Office Building Washington DC 20510,,http://www.ernst.senate.gov,202-224-3254,Republican,1/6/15,1/3/21,6.0,IA,,111 Russell Senate Office Building,sen
529,Thom Tillis,8/30/60,M,185 Dirksen Senate Office Building Washington DC 20510,,http://www.tillis.senate.gov,202-224-6342,Republican,1/6/15,1/3/21,6.0,NC,,185 Dirksen Senate Office Building,sen
530,Mike Rounds,10/24/54,M,502 Hart Senate Office Building Washington DC 20510,,http://www.rounds.senate.gov,202-224-5842,Republican,1/6/15,1/3/21,6.0,SD,,502 Hart Senate Office Building,sen
531,Mark Walker,5/20/69,M,312 Cannon HOB; Washington DC 20515-3306,,https://walker.house.gov,202-225-3065,Republican,1/6/15,1/3/17,2.0,NC,7.0,312 Cannon House Office Building,rep
532,Ben Sasse,2/22/72,M,386A Russell Senate Office Building Washington DC 20510,,http://www.sasse.senate.gov,202-224-4224,Republican,1/6/15,1/3/21,6.0,NE,,386a Russell Senate Office Building,sen
533,Daniel M. Donovan Jr.,11/6/56,M,1725 Longworth HOB; Washington DC 20515-3211,,https://donovan.house.gov,202-225-3371,Republican,5/12/15,1/3/17,2.0,NY,12.0,1725 Longworth House Office Building,rep
534,Trent Kelly,3/1/66,M,1427 Longworth HOB; Washington DC 20515-2401,https://trentkelly.house.gov/contact,https://trentkelly.house.gov,202-225-4306,Republican,6/9/15,1/3/17,2.0,MS,2.0,1427 Longworth House Office Building,rep
535,Darin LaHood,7/5/68,M,2464 Rayburn HOB; Washington DC 20515-1318,https://lahood.house.gov/contact/email,https://lahood.house.gov/,202-225-6201,Republican,9/17/15,1/3/17,2.0,IL,19.0,2464 Rayburn House Office Building,rep
536,Warren Davidson,3/1/70,M,1011 Longworth HOB; Washington DC 20515-3508,,,202-225-6205,Republican,6/9/16,1/3/17,2.0,OH,9.0,1011 Longworth House Office Building,rep
537,Colleen Hanabusa,5/4/51,F,422 Cannon HOB; Washington DC 20515-1101,https://hanabusa.house.gov/contact/email,https://hanabusa.house.gov/,202-225-2726,Democrat,1/5/11,1/3/17,6.0,HI,2.0,422 Cannon House Office Building,rep
538,James Comer,8/19/72,M,2184 Rayburn HOB; Washington DC 20515-1701,https://comer.house.gov/contact/email,https://comer.house.gov/,202-225-3115,Republican,11/14/16,1/3/17,2.0,KY,2.0,2184 Rayburn House Office Building,rep
539,Dwight Evans,5/16/54,M,2301 Rayburn HOB; Washington DC 20515-3802,https://evans.house.gov/contact/email,https://evans.house.gov/,202-225-4001,Democrat,11/14/16,1/3/17,2.0,PA,3.0,2301 Rayburn House Office Building,rep
