,name/first,name/middle,name/last,name/official_full,name/nickname,name/suffix,bio/birthday,bio/gender,id/ballotpedia,id/wikipedia,terms/0/address,terms/0/class,terms/0/contact_form,terms/0/district,terms/0/end,terms/0/fax,terms/0/office,terms/0/party,terms/0/phone,terms/0/rss_url,terms/0/start,terms/0/state,terms/0/state_rank,terms/0/type,terms/0/url,terms/1/address,terms/1/class,terms/1/contact_form,terms/1/district,terms/1/end,terms/1/fax,terms/1/office,terms/1/party,terms/1/phone,terms/1/rss_url,terms/1/start,terms/1/state,terms/1/state_rank,terms/1/type,terms/1/url,terms/2/address,terms/2/class,terms/2/contact_form,terms/2/district,terms/2/end,terms/2/fax,terms/2/office,terms/2/party,terms/2/phone,terms/2/rss_url,terms/2/start,terms/2/state,terms/2/state_rank,terms/2/type,terms/2/url,terms/3/address,terms/3/class,terms/3/contact_form,terms/3/district,terms/3/end,terms/3/fax,terms/3/office,terms/3/party,terms/3/phone,terms/3/rss_url,terms/3/start,terms/3/state,terms/3/state_rank,terms/3/type,terms/3/url,terms/4/address,terms/4/class,terms/4/contact_form,terms/4/district,terms/4/end,terms/4/fax,terms/4/office,terms/4/party,terms/4/phone,terms/4/rss_url,terms/4/start,terms/4/state,terms/4/state_rank,terms/4/type,terms/4/url,terms/5/address,terms/5/class,terms/5/contact_form,terms/5/district,terms/5/end,terms/5/fax,terms/5/office,terms/5/party,terms/5/phone,terms/5/rss_url,terms/5/start,terms/5/state,terms/5/state_rank,terms/5/type,terms/5/url,terms/6/address,terms/6/class,terms/6/contact_form,terms/6/district,terms/6/end,terms/6/fax,terms/6/office,terms/6/party,terms/6/phone,terms/6/rss_url,terms/6/start,terms/6/state,terms/6/state_rank,terms/6/type,terms/6/url,terms/7/address,terms/7/class,terms/7/contact_form,terms/7/district,terms/7/end,terms/7/fax,terms/7/office,terms/7/party,terms/7/phone,terms/7/rss_url,terms/7/start,terms/7/state,terms/7/state_rank,terms/7/type,terms/7/url,terms/8/address,terms/8/class,terms/8/contact_form,terms/8/district,terms/8/end,terms/8/fax,terms/8/office,terms/8/party,terms/8/phone,terms/8/rss_url,terms/8/start,terms/8/state,terms/8/state_rank,terms/8/type,terms/8/url,terms/9/address,terms/9/caucus,terms/9/class,terms/9/contact_form,terms/9/district,terms/9/end,terms/9/fax,terms/9/office,terms/9/party,terms/9/phone,terms/9/rss_url,terms/9/start,terms/9/state,terms/9/state_rank,terms/9/type,terms/9/url,terms/10/address,terms/10/class,terms/10/contact_form,terms/10/district,terms/10/end,terms/10/fax,terms/10/office,terms/10/party,terms/10/phone,terms/10/rss_url,terms/10/start,terms/10/state,terms/10/state_rank,terms/10/type,terms/10/url,terms/11/address,terms/11/class,terms/11/contact_form,terms/11/district,terms/11/end,terms/11/fax,terms/11/office,terms/11/party,terms/11/phone,terms/11/rss_url,terms/11/start,terms/11/state,terms/11/state_rank,terms/11/type,terms/11/url,terms/12/address,terms/12/contact_form,terms/12/district,terms/12/end,terms/12/fax,terms/12/office,terms/12/party,terms/12/phone,terms/12/rss_url,terms/12/start,terms/12/state,terms/12/type,terms/12/url,terms/13/address,terms/13/contact_form,terms/13/district,terms/13/end,terms/13/fax,terms/13/office,terms/13/party,terms/13/phone,terms/13/rss_url,terms/13/start,terms/13/state,terms/13/type,terms/13/url,terms/14/address,terms/14/contact_form,terms/14/district,terms/14/end,terms/14/fax,terms/14/office,terms/14/party,terms/14/phone,terms/14/rss_url,terms/14/start,terms/14/state,terms/14/type,terms/14/url,terms/15/address,terms/15/contact_form,terms/15/district,terms/15/end,terms/15/fax,terms/15/office,terms/15/party,terms/15/phone,terms/15/rss_url,terms/15/start,terms/15/state,terms/15/type,terms/15/url,terms/16/address,terms/16/contact_form,terms/16/district,terms/16/end,terms/16/fax,terms/16/office,terms/16/party,terms/16/phone,terms/16/rss_url,terms/16/start,terms/16/state,terms/16/type,terms/16/url,terms/17/address,terms/17/contact_form,terms/17/district,terms/17/end,terms/17/fax,terms/17/office,terms/17/party,terms/17/phone,terms/17/rss_url,terms/17/start,terms/17/state,terms/17/type,terms/17/url,terms/18/address,terms/18/contact_form,terms/18/district,terms/18/end,terms/18/fax,terms/18/office,terms/18/party,terms/18/phone,terms/18/rss_url,terms/18/start,terms/18/state,terms/18/type,terms/18/url,terms/19/address,terms/19/contact_form,terms/19/district,terms/19/end,terms/19/fax,terms/19/office,terms/19/party,terms/19/phone,terms/19/rss_url,terms/19/start,terms/19/state,terms/19/type,terms/19/url,terms/20/address,terms/20/class,terms/20/contact_form,terms/20/district,terms/20/end,terms/20/fax,terms/20/office,terms/20/party,terms/20/phone,terms/20/rss_url,terms/20/start,terms/20/state,terms/20/state_rank,terms/20/type,terms/20/url,terms/21/address,terms/21/class,terms/21/contact_form,terms/21/district,terms/21/end,terms/21/fax,terms/21/office,terms/21/party,terms/21/phone,terms/21/rss_url,terms/21/start,terms/21/state,terms/21/state_rank,terms/21/type,terms/21/url,terms/22/address,terms/22/contact_form,terms/22/district,terms/22/end,terms/22/fax,terms/22/office,terms/22/party,terms/22/phone,terms/22/rss_url,terms/22/start,terms/22/state,terms/22/type,terms/22/url,terms/23/address,terms/23/contact_form,terms/23/district,terms/23/end,terms/23/fax,terms/23/office,terms/23/party,terms/23/phone,terms/23/start,terms/23/state,terms/23/type,terms/23/url,terms/24/address,terms/24/contact_form,terms/24/district,terms/24/end,terms/24/fax,terms/24/office,terms/24/party,terms/24/phone,terms/24/rss_url,terms/24/start,terms/24/state,terms/24/type,terms/24/url,terms/25/address,terms/25/contact_form,terms/25/district,terms/25/end,terms/25/fax,terms/25/office,terms/25/party,terms/25/phone,terms/25/rss_url,terms/25/start,terms/25/state,terms/25/type,terms/25/url
133,J.,Randy,Forbes,J. Randy Forbes,,,2/17/52,M,Randy Forbes,Randy Forbes,,,,4.0,1/3/03,,,Republican,,,6/26/01,VA,,rep,,,,,4.0,1/3/05,,,Republican,,,1/7/03,VA,,rep,http://www.house.gov/forbes,,,,4.0,1/3/07,,,Republican,,,1/4/05,VA,,rep,http://www.house.gov/forbes,,,,4.0,1/3/09,,,Republican,,,1/4/07,VA,,rep,http://www.house.gov/forbes,,,,4.0,1/3/11,,,Republican,,,1/6/09,VA,,rep,http://www.house.gov/forbes,2438 Rayburn HOB; Washington DC 20515-4604,,http://forbes.house.gov/zipauth.html,4.0,1/3/13,202-226-1170,2438 Rayburn House Office Building,Republican,202-225-6365,,1/5/11,VA,,rep,http://www.house.gov/forbes,2135 Rayburn HOB; Washington DC 20515-4604,,https://forbes.house.gov/contact/contactform.htm,4.0,1/3/15,202-226-1170,2135 Rayburn House Office Building,Republican,202-225-6365,http://forbes.house.gov/news/rss.aspx,1/3/13,VA,,rep,http://forbes.house.gov,2135 Rayburn HOB; Washington DC 20515-4604,,https://forbes.house.gov/contact/contactform.htm,4.0,1/3/17,202-226-1170,2135 Rayburn House Office Building,Republican,202-225-6365,http://forbes.house.gov/news/rss.aspx,1/6/15,VA,,rep,http://forbes.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Jeff,Lane,Fortenberry,Jeff Fortenberry,,,12/27/60,M,Jeff Fortenberry,Jeff Fortenberry,,,,1.0,1/3/07,,,Republican,,,1/4/05,NE,,rep,,,,,1.0,1/3/09,,,Republican,,,1/4/07,NE,,rep,http://fortenberry.house.gov,,,,1.0,1/3/11,,,Republican,,,1/6/09,NE,,rep,http://fortenberry.house.gov,1514 Longworth HOB; Washington DC 20515-2701,,http://fortenberry.house.gov/contactform_zipcheck.shtml,1.0,1/3/13,202-225-5686,1514 Longworth House Office Building,Republican,202-225-4806,,1/5/11,NE,,rep,http://fortenberry.house.gov,1514 Longworth HOB; Washington DC 20515-2701,,https://fortenberry.house.gov/contact-me1,1.0,1/3/15,202-225-5686,1514 Longworth House Office Building,Republican,202-225-4806,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,1/3/13,NE,,rep,http://fortenberry.house.gov,1514 Longworth HOB; Washington DC 20515-2701,,https://fortenberry.house.gov/contact-me1,1.0,1/3/17,202-225-5686,1514 Longworth House Office Building,Republican,202-225-4806,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,1/6/15,NE,,rep,https://fortenberry.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Virginia,,Foxx,Virginia Foxx,,,6/29/43,F,Virginia Foxx,Virginia Foxx,,,,5.0,1/3/07,,,Republican,,,1/4/05,NC,,rep,,,,,5.0,1/3/09,,,Republican,,,1/4/07,NC,,rep,http://foxx.house.gov,,,,5.0,1/3/11,,,Republican,,,1/6/09,NC,,rep,http://foxx.house.gov,1230 Longworth HOB; Washington DC 20515-3305,,http://www.house.gov/formfoxx/IMA/issue_subscribe.htm,5.0,1/3/13,202-225-2995,1230 Longworth House Office Building,Republican,202-225-2071,,1/5/11,NC,,rep,http://foxx.house.gov,2350 Rayburn HOB; Washington DC 20515-3305,,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,5.0,1/3/15,202-225-2995,2350 Rayburn House Office Building,Republican,202-225-2071,http://foxx.house.gov/common/rss/?rss=55,1/3/13,NC,,rep,http://foxx.house.gov,2350 Rayburn HOB; Washington DC 20515-3305,,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,5.0,1/3/17,202-225-2995,2350 Rayburn House Office Building,Republican,202-225-2071,http://foxx.house.gov/common/rss/?rss=55,1/6/15,NC,,rep,http://foxx.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Trent,,Franks,Trent Franks,,,6/19/57,M,Trent Franks,Trent Franks,,,,2.0,1/3/05,,,Republican,,,1/7/03,AZ,,rep,http://www.house.gov/franks,,,,2.0,1/3/07,,,Republican,,,1/4/05,AZ,,rep,http://www.house.gov/franks,,,,2.0,1/3/09,,,Republican,,,1/4/07,AZ,,rep,http://www.house.gov/franks,,,,2.0,1/3/11,,,Republican,,,1/6/09,AZ,,rep,http://www.house.gov/franks,2435 Rayburn HOB; Washington DC 20515-0302,,https://forms.house.gov/franks/email_zipcheck.shtml,2.0,1/3/13,202-225-6328,2435 Rayburn House Office Building,Republican,202-225-4576,,1/5/11,AZ,,rep,http://www.house.gov/franks,2435 Rayburn HOB; Washington DC 20515-0308,,https://franks.house.gov/contact-me/email-me,8.0,1/3/15,202-225-6328,2435 Rayburn House Office Building,Republican,202-225-4576,http://franks.house.gov/rss.xml,1/3/13,AZ,,rep,http://franks.house.gov,2435 Rayburn HOB; Washington DC 20515-0308,,https://franks.house.gov/contact-me/email-me,8.0,1/3/17,202-225-6328,2435 Rayburn House Office Building,Republican,202-225-4576,http://franks.house.gov/rss.xml,1/6/15,AZ,,rep,http://franks.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Rodney,P.,Frelinghuysen,Rodney P. Frelinghuysen,,,4/29/46,M,,Rodney Frelinghuysen,,,,11.0,1/3/97,,,Republican,,,1/4/95,NJ,,rep,,,,,11.0,1/3/99,,,Republican,,,1/7/97,NJ,,rep,,,,,11.0,1/3/01,,,Republican,,,1/6/99,NJ,,rep,,,,,11.0,1/3/03,,,Republican,,,1/3/01,NJ,,rep,,,,,11.0,1/3/05,,,Republican,,,1/7/03,NJ,,rep,http://www.house.gov/frelinghuysen,,,,11.0,1/3/07,,,Republican,,,1/4/05,NJ,,rep,http://www.house.gov/frelinghuysen,,,,11.0,1/3/09,,,Republican,,,1/4/07,NJ,,rep,http://frelinghuysen.house.gov,,,,11.0,1/3/11,,,Republican,,,1/6/09,NJ,,rep,http://frelinghuysen.house.gov,2369 Rayburn HOB; Washington DC 20515-3011,,http://frelinghuysen.house.gov/contactus/form.cfm,11.0,1/3/13,202-225-3186,2369 Rayburn House Office Building,Republican,202-225-5034,,1/5/11,NJ,,rep,http://frelinghuysen.house.gov,2306 Rayburn HOB; Washington DC 20515-3011,,,https://frelinghuysenforms.house.gov/contact-form,11.0,1/3/15,202-225-3186,2306 Rayburn House Office Building,Republican,202-225-5034,http://frelinghuysen.house.gov/common/rss/?rss=3,1/3/13,NJ,,rep,http://frelinghuysen.house.gov,2306 Rayburn HOB; Washington DC 20515-3011,,https://frelinghuysenforms.house.gov/contact-form,11.0,1/3/17,202-225-3186,2306 Rayburn House Office Building,Republican,202-225-5034,http://frelinghuysen.house.gov/common/rss/?rss=3,1/6/15,NJ,,rep,http://frelinghuysen.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Marcia,L.,Fudge,Marcia L. Fudge,,,10/29/52,F,Marcia L. Fudge,Marcia Fudge,,,,11.0,1/3/09,,,Democrat,,,11/19/08,OH,,rep,http://fudge.house.gov/,,,,11.0,1/3/11,,,Democrat,,,1/6/09,OH,,rep,http://fudge.house.gov/,1019 Longworth HOB; Washington DC 20515-3511,,https://forms.house.gov/fudge/contact-form.shtml,11.0,1/3/13,202-225-1339,1019 Longworth House Office Building,Democrat,202-225-7032,,1/5/11,OH,,rep,http://fudge.house.gov/,2344 Rayburn HOB; Washington DC 20515-3511,,https://fudgeforms.house.gov/contact-form,11.0,1/3/15,202-225-1339,2344 Rayburn House Office Building,Democrat,202-225-7032,http://fudge.house.gov/common/rss//index.cfm?rss=25,1/3/13,OH,,rep,http://fudge.house.gov,2344 Rayburn HOB; Washington DC 20515-3511,,https://fudgeforms.house.gov/contact-form,11.0,1/3/17,202-225-1339,2344 Rayburn House Office Building,Democrat,202-225-7032,http://fudge.house.gov/common/rss//index.cfm?rss=25,1/6/15,OH,,rep,http://fudge.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,John,,Garamendi,John Garamendi,,,1/24/45,M,,John Garamendi,,,,10.0,1/3/11,,,Democrat,,,11/3/09,CA,,rep,http://garamendi.house.gov/,228 Cannon HOB; Washington DC 20515-0510,,http://garamendi.house.gov/contact/email-me.shtml,10.0,1/3/13,202-225-5914,228 Cannon House Office Building,Democrat,202-225-1880,,1/5/11,CA,,rep,http://garamendi.house.gov/,2438 Rayburn HOB; Washington DC 20515-0503,,https://garamendi.house.gov/contact-me/email-me,3.0,1/3/15,202-225-5914,2438 Rayburn House Office Building,Democrat,202-225-1880,http://garamendi.house.gov/rss.xml,1/3/13,CA,,rep,http://garamendi.house.gov,2438 Rayburn HOB; Washington DC 20515-0503,,https://garamendi.house.gov/contact-me/email-me,3.0,1/3/17,202-225-5914,2438 Rayburn House Office Building,Democrat,202-225-1880,http://garamendi.house.gov/rss.xml,1/6/15,CA,,rep,http://garamendi.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Cory,,Gardner,Cory Gardner,,,8/22/74,M,Cory Gardner,Cory Gardner,213 Cannon HOB; Washington DC 20515-0604,,,4.0,1/3/13,,213 Cannon House Office Building,Republican,202-225-4676,,1/5/11,CO,,rep,http://gardner.house.gov/,213 Cannon HOB; Washington DC 20515-0604,,https://gardner.house.gov/contact-me,4.0,1/3/15,202-225-5870,213 Cannon House Office Building,Republican,202-225-4676,http://gardner.house.gov/rss.xml,1/3/13,CO,,rep,http://gardner.house.gov,354 Russell Senate Office Building Washington DC 20510,2.0,,,1/3/21,,354 Russell Senate Office Building,Republican,202-224-5941,,1/6/15,CO,junior,sen,https://www.gardner.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Scott,,Garrett,Scott Garrett,,,7/9/59,M,Scott Garrett,Scott Garrett,,,,5.0,1/3/05,,,Republican,,,1/7/03,NJ,,rep,http://www.house.gov/garrett,,,,5.0,1/3/07,,,Republican,,,1/4/05,NJ,,rep,http://www.house.gov/garrett,,,,5.0,1/3/09,,,Republican,,,1/4/07,NJ,,rep,http://garrett.house.gov,,,,5.0,1/3/11,,,Republican,,,1/6/09,NJ,,rep,http://garrett.house.gov,2244 Rayburn HOB; Washington DC 20515-3005,,http://www.house.gov/formgarrett/contact.shtml,5.0,1/3/13,202-225-9048,2244 Rayburn House Office Building,Republican,202-225-4465,,1/5/11,NJ,,rep,http://garrett.house.gov,2232 Rayburn HOB; Washington DC 20515-3005,,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,5.0,1/3/15,202-225-9048,2232 Rayburn House Office Building,Republican,202-225-4465,http://garrett.house.gov/rss.xml,1/3/13,NJ,,rep,http://garrett.house.gov,2232 Rayburn HOB; Washington DC 20515-3005,,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,5.0,1/3/17,202-225-9048,2232 Rayburn House Office Building,Republican,202-225-4465,http://garrett.house.gov/rss.xml,1/6/15,NJ,,rep,http://garrett.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Bob,,Gibbs,Bob Gibbs,,,6/14/54,M,Bob Gibbs,Bob Gibbs,329 Cannon HOB; Washington DC 20515-3518,,,18.0,1/3/13,202-225-3394,329 Cannon House Office Building,Republican,202-225-6265,,1/5/11,OH,,rep,http://gibbs.house.gov/,329 Cannon HOB; Washington DC 20515-3507,,https://gibbs.house.gov/contact-me/email-me,7.0,1/3/15,202-225-3394,329 Cannon House Office Building,Republican,202-225-6265,http://gibbs.house.gov/rss.xml,1/3/13,OH,,rep,http://gibbs.house.gov,329 Cannon HOB; Washington DC 20515-3507,,https://gibbs.house.gov/contact-me/email-me,7.0,1/3/17,202-225-3394,329 Cannon House Office Building,Republican,202-225-6265,http://gibbs.house.gov/rss.xml,1/6/15,OH,,rep,http://gibbs.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Christopher,P.,Gibson,Christopher P. Gibson,,,5/13/64,M,,Chris Gibson (New York politician),502 Cannon HOB; Washington DC 20515-3220,,,20.0,1/3/13,202-225-1168,502 Cannon House Office Building,Republican,202-225-5614,,1/5/11,NY,,rep,http://gibson.house.gov/,1708 Longworth HOB; Washington DC 20515-3219,,http://gibson.house.gov/contact/,19.0,1/3/15,202-225-1168,1708 Longworth House Office Building,Republican,202-225-5614,http://gibson.house.gov/news/rss.aspx,1/3/13,NY,,rep,http://gibson.house.gov,1708 Longworth HOB; Washington DC 20515-3219,,http://gibson.house.gov/contact/,19.0,1/3/17,202-225-1168,1708 Longworth House Office Building,Republican,202-225-5614,http://gibson.house.gov/news/rss.aspx,1/6/15,NY,,rep,http://gibson.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Louie,B.,Gohmert,Louie Gohmert,,Jr.,8/18/53,M,Louie Gohmert,Louie Gohmert,,,,1.0,1/3/07,,,Republican,,,1/4/05,TX,,rep,,,,,1.0,1/3/09,,,Republican,,,1/4/07,TX,,rep,http://gohmert.house.gov,,,,1.0,1/3/11,,,Republican,,,1/6/09,TX,,rep,http://gohmert.house.gov,2440 Rayburn HOB; Washington DC 20515-4301,,http://gohmert.house.gov/contact_louie.htm,1.0,1/3/13,202-226-1230,2440 Rayburn House Office Building,Republican,202-225-3035,,1/5/11,TX,,rep,http://gohmert.house.gov,2243 Rayburn HOB; Washington DC 20515-4301,,http://gohmert.house.gov/contact/,1.0,1/3/15,202-226-1230,2243 Rayburn House Office Building,Republican,202-225-3035,http://gohmert.house.gov/news/rss.aspx,1/3/13,TX,,rep,http://gohmert.house.gov,2243 Rayburn HOB; Washington DC 20515-4301,,http://gohmert.house.gov/contact/,1.0,1/3/17,202-226-1230,2243 Rayburn House Office Building,Republican,202-225-3035,http://gohmert.house.gov/news/rss.aspx,1/6/15,TX,,rep,http://gohmert.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Bob,W.,Goodlatte,Bob Goodlatte,,,9/22/52,M,Bob Goodlatte,Bob Goodlatte,,,,6.0,1/3/95,,,Republican,,,1/5/93,VA,,rep,,,,,6.0,1/3/97,,,Republican,,,1/4/95,VA,,rep,,,,,6.0,1/3/99,,,Republican,,,1/7/97,VA,,rep,,,,,6.0,1/3/01,,,Republican,,,1/6/99,VA,,rep,,,,,6.0,1/3/03,,,Republican,,,1/3/01,VA,,rep,,,,,6.0,1/3/05,,,Republican,,,1/7/03,VA,,rep,http://www.house.gov/goodlatte,,,,6.0,1/3/07,,,Republican,,,1/4/05,VA,,rep,http://www.house.gov/goodlatte,,,,6.0,1/3/09,,,Republican,,,1/4/07,VA,,rep,http://www.house.gov/goodlatte,,,,6.0,1/3/11,,,Republican,,,1/6/09,VA,,rep,http://www.house.gov/goodlatte,2240 Rayburn HOB; Washington DC 20515-4606,,,http://www.house.gov/goodlatte/emailbob.htm,6.0,1/3/13,202-225-9681,2240 Rayburn House Office Building,Republican,202-225-5431,,1/5/11,VA,,rep,http://www.house.gov/goodlatte,2309 Rayburn HOB; Washington DC 20515-4606,,http://goodlatte.house.gov/contacts/new,6.0,1/3/15,202-225-9681,2309 Rayburn House Office Building,Republican,202-225-5431,http://goodlatte.house.gov/press_releases.rss,1/3/13,VA,,rep,http://goodlatte.house.gov,2309 Rayburn HOB; Washington DC 20515-4606,,http://goodlatte.house.gov/contacts/new,6.0,1/3/17,202-225-9681,2309 Rayburn House Office Building,Republican,202-225-5431,http://goodlatte.house.gov/press_releases.rss,1/6/15,VA,,rep,http://goodlatte.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
