id/wikipedia,id/ballotpedia,name/first,name/last,name/official_full,bio/birthday,bio/gender,terms/0/type,terms/0/start,terms/0/end,terms/0/state,terms/0/district,terms/0/party,terms/1/type,terms/1/start,terms/1/end,terms/1/state,terms/1/district,terms/1/party,terms/2/type,terms/2/start,terms/2/end,terms/2/state,terms/2/district,terms/2/party,terms/3/type,terms/3/start,terms/3/end,terms/3/state,terms/3/district,terms/3/party,terms/4/type,terms/4/start,terms/4/end,terms/4/state,terms/4/district,terms/4/party,terms/5/type,terms/5/start,terms/5/end,terms/5/state,terms/5/district,terms/5/party,terms/5/url,terms/6/type,terms/6/start,terms/6/end,terms/6/state,terms/6/district,terms/6/party,terms/6/url,terms/7/type,terms/7/start,terms/7/end,terms/7/state,terms/7/class,terms/7/party,terms/7/url,terms/7/address,terms/7/phone,terms/7/fax,terms/7/contact_form,terms/7/office,terms/8/type,terms/8/start,terms/8/end,terms/8/state,terms/8/party,terms/8/class,terms/8/url,terms/8/address,terms/8/phone,terms/8/fax,terms/8/contact_form,terms/8/office,terms/8/state_rank,terms/8/rss_url,terms/1/class,terms/1/url,terms/2/class,terms/2/url,terms/2/address,terms/2/phone,terms/2/fax,terms/2/contact_form,terms/2/office,terms/3/class,terms/3/url,terms/3/address,terms/3/phone,terms/3/fax,terms/3/contact_form,terms/3/office,terms/3/state_rank,terms/3/rss_url,name/middle,terms/7/district,terms/8/district,terms/9/type,terms/9/start,terms/9/end,terms/9/state,terms/9/district,terms/9/party,terms/9/url,terms/10/type,terms/10/start,terms/10/end,terms/10/state,terms/10/class,terms/10/party,terms/10/url,terms/10/address,terms/10/phone,terms/10/fax,terms/10/contact_form,terms/10/office,terms/11/type,terms/11/start,terms/11/end,terms/11/state,terms/11/party,terms/11/class,terms/11/url,terms/11/address,terms/11/phone,terms/11/fax,terms/11/contact_form,terms/11/office,terms/11/state_rank,terms/11/rss_url,terms/5/class,terms/6/class,terms/6/address,terms/6/phone,terms/6/fax,terms/6/contact_form,terms/6/office,terms/7/state_rank,terms/7/rss_url,name/nickname,name/suffix,terms/0/class,terms/0/url,terms/0/address,terms/0/phone,terms/0/fax,terms/0/contact_form,terms/0/office,terms/1/address,terms/1/phone,terms/1/fax,terms/1/contact_form,terms/1/office,terms/1/state_rank,terms/1/rss_url,terms/4/class,terms/4/url,terms/4/address,terms/4/phone,terms/4/fax,terms/4/contact_form,terms/4/office,terms/4/state_rank,terms/4/rss_url,terms/5/address,terms/5/phone,terms/5/fax,terms/5/contact_form,terms/5/office,terms/6/state_rank,terms/6/rss_url,terms/9/class,terms/9/address,terms/9/phone,terms/9/fax,terms/9/contact_form,terms/9/office,terms/9/state_rank,terms/9/rss_url,terms/9/caucus,terms/2/state_rank,terms/2/rss_url,terms/10/state_rank,terms/10/rss_url,terms/5/state_rank,terms/5/rss_url,terms/0/state_rank,terms/0/rss_url,terms/10/district,terms/11/district,terms/12/type,terms/12/start,terms/12/end,terms/12/state,terms/12/district,terms/12/party,terms/12/url,terms/13/type,terms/13/start,terms/13/end,terms/13/state,terms/13/district,terms/13/party,terms/13/url,terms/13/address,terms/13/phone,terms/13/fax,terms/13/contact_form,terms/13/office,terms/14/type,terms/14/start,terms/14/end,terms/14/state,terms/14/party,terms/14/district,terms/14/url,terms/14/address,terms/14/phone,terms/14/fax,terms/14/contact_form,terms/14/office,terms/14/rss_url,terms/15/type,terms/15/start,terms/15/end,terms/15/state,terms/15/party,terms/15/district,terms/15/url,terms/15/address,terms/15/phone,terms/15/fax,terms/15/contact_form,terms/15/office,terms/15/rss_url,terms/16/type,terms/16/start,terms/16/end,terms/16/state,terms/16/district,terms/16/party,terms/17/type,terms/17/start,terms/17/end,terms/17/state,terms/17/district,terms/17/party,terms/18/type,terms/18/start,terms/18/end,terms/18/state,terms/18/district,terms/18/party,terms/19/type,terms/19/start,terms/19/end,terms/19/state,terms/19/district,terms/19/party,terms/19/url,terms/20/type,terms/20/start,terms/20/end,terms/20/state,terms/20/district,terms/20/party,terms/20/url,terms/21/type,terms/21/start,terms/21/end,terms/21/state,terms/21/district,terms/21/party,terms/21/url,terms/22/type,terms/22/start,terms/22/end,terms/22/state,terms/22/district,terms/22/party,terms/22/url,terms/23/type,terms/23/start,terms/23/end,terms/23/state,terms/23/district,terms/23/party,terms/23/url,terms/23/address,terms/23/phone,terms/23/fax,terms/23/contact_form,terms/23/office,terms/24/type,terms/24/start,terms/24/end,terms/24/state,terms/24/party,terms/24/district,terms/24/url,terms/24/address,terms/24/phone,terms/24/fax,terms/24/contact_form,terms/24/office,terms/24/rss_url,terms/25/type,terms/25/start,terms/25/end,terms/25/state,terms/25/party,terms/25/district,terms/25/url,terms/25/address,terms/25/phone,terms/25/fax,terms/25/contact_form,terms/25/office,terms/25/rss_url,terms/12/address,terms/12/phone,terms/12/fax,terms/12/contact_form,terms/12/office,terms/12/rss_url,terms/13/rss_url,terms/16/url,terms/16/address,terms/16/phone,terms/16/fax,terms/16/contact_form,terms/16/office,terms/16/rss_url,terms/17/url,terms/17/address,terms/17/phone,terms/17/fax,terms/17/contact_form,terms/17/office,terms/17/rss_url,terms/18/url,terms/18/address,terms/18/phone,terms/18/fax,terms/18/contact_form,terms/18/office,terms/19/address,terms/19/phone,terms/19/fax,terms/19/contact_form,terms/19/office,terms/19/rss_url,terms/20/class,terms/20/state_rank,terms/20/phone,terms/20/office,terms/20/address,terms/20/contact_form,terms/21/class,terms/21/state_rank,terms/21/phone,terms/21/office,terms/21/address,terms/21/contact_form,terms/20/fax,terms/21/fax,terms/21/rss_url,terms/22/address,terms/22/phone,terms/22/fax,terms/22/contact_form,terms/22/office,terms/22/rss_url,terms/18/rss_url,terms/20/rss_url
Gerry Connolly,,Gerald,Connolly,Gerald E. Connolly,3/30/50,M,rep,1/6/09,1/3/11,VA,11,Democrat,rep,1/5/11,1/3/13,VA,11,Democrat,rep,1/3/13,1/3/15,VA,11,Democrat,rep,1/6/15,1/3/17,VA,11,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://connolly.house.gov,,http://connolly.house.gov,424 Cannon HOB; Washington DC 20515-4611,202-225-1492,202-225-3071,https://forms.house.gov/connolly/contact-form.shtml,424 Cannon House Office Building,,http://connolly.house.gov,2238 Rayburn HOB; Washington DC 20515-4611,202-225-1492,202-225-3071,https://forms.house.gov/connolly/contact-form.shtml,2238 Rayburn House Office Building,,http://connolly.house.gov/common/rss//index.cfm?rss=44,E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://connolly.house.gov,,,,,,424 Cannon HOB; Washington DC 20515-4611,202-225-1492,202-225-3071,https://forms.house.gov/connolly/contact-form.shtml,424 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://connolly.house.gov/common/rss//index.cfm?rss=44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Conyers,"John Conyers, Jr.",John,Conyers,John Conyers Jr.,5/16/29,M,rep,1/4/65,1/3/67,MI,1,Democrat,rep,1/10/67,1/3/69,MI,1,Democrat,rep,1/3/69,1/3/71,MI,1,Democrat,rep,1/21/71,1/3/73,MI,1,Democrat,rep,1/3/73,1/3/75,MI,1,Democrat,rep,1/14/75,1/3/77,MI,1,Democrat,,rep,1/4/77,1/3/79,MI,1,Democrat,,rep,1/15/79,1/3/81,MI,,Democrat,,,,,,,rep,1/5/81,1/3/83,MI,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,rep,1/3/83,1/3/85,MI,1,Democrat,,rep,1/3/85,1/3/87,MI,,Democrat,,,,,,,rep,1/6/87,1/3/89,MI,Democrat,,,,,,,,,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,rep,1/3/89,1/3/91,MI,1,Democrat,,rep,1/3/91,1/3/93,MI,1,Democrat,,,,,,,rep,1/5/93,1/3/95,MI,Democrat,14,,,,,,,,rep,1/4/95,1/3/97,MI,Democrat,14,,,,,,,,rep,1/7/97,1/3/99,MI,14,Democrat,rep,1/6/99,1/3/01,MI,14,Democrat,rep,1/3/01,1/3/03,MI,14,Democrat,rep,1/7/03,1/3/05,MI,14,Democrat,http://www.house.gov/conyers,rep,1/4/05,1/3/07,MI,14,Democrat,http://www.house.gov/conyers,rep,1/4/07,1/3/09,MI,14,Democrat,http://www.house.gov/conyers,rep,1/6/09,1/3/11,MI,14,Democrat,http://www.house.gov/conyers,rep,1/5/11,1/3/13,MI,14,Democrat,http://www.house.gov/conyers,2426 Rayburn HOB; Washington DC 20515-2214,202-225-5126,202-225-0072,http://conyers.house.gov/index.cfm?FuseAction=Contact.OnlineContactForm,2426 Rayburn House Office Building,rep,1/3/13,1/3/15,MI,Democrat,13,http://conyers.house.gov,2426 Rayburn HOB; Washington DC 20515-2213,202-225-5126,202-225-0072,https://conyers.house.gov/index.cfm/online-contact-form,2426 Rayburn House Office Building,http://conyers.house.gov/index.cfm/rss/feed,rep,1/6/15,1/3/17,MI,Democrat,13,https://conyers.house.gov,2426 Rayburn HOB; Washington DC 20515-2213,202-225-5126,202-225-0072,https://conyers.house.gov/index.cfm/online-contact-form,2426 Rayburn House Office Building,http://conyers.house.gov/index.cfm/rss/feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Cooper,Jim Cooper,Jim,Cooper,Jim Cooper,6/19/54,M,rep,1/3/83,1/3/85,TN,4,Democrat,rep,1/3/85,1/3/87,TN,4,Democrat,rep,1/6/87,1/3/89,TN,4,Democrat,rep,1/3/89,1/3/91,TN,4,Democrat,rep,1/3/91,1/3/93,TN,4,Democrat,rep,1/5/93,1/3/95,TN,4,Democrat,,rep,1/7/03,1/3/05,TN,5,Democrat,http://www.house.gov/cooper,rep,1/4/05,1/3/07,TN,,Democrat,http://www.house.gov/cooper,,,,,,rep,1/4/07,1/3/09,TN,Democrat,,http://cooper.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,rep,1/6/09,1/3/11,TN,5,Democrat,http://cooper.house.gov,rep,1/5/11,1/3/13,TN,,Democrat,http://cooper.house.gov,1536 Longworth HOB; Washington DC 20515-4205,202-225-4311,202-226-1035,http://cooper.house.gov/index.php?option=com_content&amp;task=view&amp;id=117&amp;Itemid=61,1536 Longworth House Office Building,rep,1/3/13,1/3/15,TN,Democrat,,http://cooper.house.gov,1536 Longworth HOB; Washington DC 20515-4205,202-225-4311,202-226-1035,https://cooper.house.gov/contact/email-me,1536 Longworth House Office Building,,http://cooper.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,rep,1/6/15,1/3/17,TN,5,Democrat,http://cooper.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536 Longworth HOB; Washington DC 20515-4205,202-225-4311,202-226-1035,https://cooper.house.gov/contact/email-me,1536 Longworth House Office Building,http://cooper.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Costa,,Jim,Costa,Jim Costa,4/13/52,M,rep,1/4/05,1/3/07,CA,20,Democrat,rep,1/4/07,1/3/09,CA,20,Democrat,rep,1/6/09,1/3/11,CA,20,Democrat,rep,1/5/11,1/3/13,CA,20,Democrat,rep,1/3/13,1/3/15,CA,16,Democrat,rep,1/6/15,1/3/17,CA,16,Democrat,https://costa.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/costa,,http://www.house.gov/costa,,,,,,,http://www.house.gov/costa,1314 Longworth HOB; Washington DC 20515-0520,202-225-3341,202-225-9308,http://www.house.gov/formcosta/issue.htm,1314 Longworth House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://costa.house.gov,1314 Longworth HOB; Washington DC 20515-0516,202-225-3341,202-225-9308,http://www.house.gov/formcosta/issue.htm,1314 Longworth House Office Building,,http://costa.house.gov/index.php?format=feed&amp;type=rss,1314 Longworth HOB; Washington DC 20515-0516,202-225-3341,202-225-9308,http://www.house.gov/formcosta/issue.htm,1314 Longworth House Office Building,,,,,,,,,,,,,,,,,http://costa.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Courtney (politician),Joe Courtney,Joe,Courtney,Joe Courtney,4/6/53,M,rep,1/4/07,1/3/09,CT,2,Democrat,rep,1/6/09,1/3/11,CT,2,Democrat,rep,1/5/11,1/3/13,CT,2,Democrat,rep,1/3/13,1/3/15,CT,2,Democrat,rep,1/6/15,1/3/17,CT,2,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://courtney.house.gov,,http://courtney.house.gov,215 Cannon HOB; Washington DC 20515-0702,202-225-2076,202-225-4977,http://courtney.house.gov/email/,215 Cannon House Office Building,,http://courtney.house.gov,2348 Rayburn HOB; Washington DC 20515-0702,202-225-2076,202-225-4977,https://courtney.house.gov/email-joe1,2348 Rayburn House Office Building,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://courtney.house.gov,,,,,,,,,,,,,,http://courtney.house.gov,2348 Rayburn HOB; Washington DC 20515-0702,202-225-2076,202-225-4977,https://courtney.house.gov/email-joe1,2348 Rayburn House Office Building,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Crapo,Mike Crapo,Michael,Crapo,Mike Crapo,5/20/51,M,rep,1/5/93,1/3/95,ID,2,Republican,rep,1/4/95,1/3/97,ID,2,Republican,rep,1/7/97,1/3/99,ID,2,Republican,sen,1/6/99,1/3/05,ID,,Republican,sen,1/4/05,1/3/11,ID,,Republican,sen,1/5/11,1/3/17,ID,,Republican,http://www.crapo.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,http://crapo.senate.gov/,,,,,,,,D.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,http://crapo.senate.gov,,,,,,,,239 Dirksen Senate Office Building Washington DC 20510,202-224-6142,202-228-1375,http://www.crapo.senate.gov/contact/email.cfm,239 Dirksen Senate Office Building,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Crawford (politician),Rick Crawford,Eric,Crawford,"Eric A. ""Rick"" Crawford",1/22/66,M,rep,1/5/11,1/3/13,AR,1,Republican,rep,1/3/13,1/3/15,AR,1,Republican,rep,1/6/15,1/3/17,AR,1,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://crawford.house.gov,,http://crawford.house.gov,1711 Longworth HOB; Washington DC 20515-0401,202-225-4076,202-225-5602,http://crawford.house.gov/contact/,1711 Longworth House Office Building,,,,,,,,,,A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rick,,,http://crawford.house.gov/,1408 Longworth HOB; Washington DC 20515-0401,202-225-4076,202-225-5602,,1408 Longworth House Office Building,1711 Longworth HOB; Washington DC 20515-0401,202-225-4076,202-225-5602,http://crawford.house.gov/contact/,1711 Longworth House Office Building,,http://crawford.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,http://crawford.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ander Crenshaw,Ander Crenshaw,Ander,Crenshaw,Ander Crenshaw,9/1/44,M,rep,1/3/01,1/3/03,FL,4,Independent,rep,1/7/03,1/3/05,FL,4,Republican,rep,1/4/05,1/3/07,FL,4,Republican,rep,1/4/07,1/3/09,FL,4,Republican,rep,1/6/09,1/3/11,FL,4,Republican,rep,1/5/11,1/3/13,FL,4,Republican,http://crenshaw.house.gov,rep,1/3/13,1/3/15,FL,4,Republican,http://crenshaw.house.gov,rep,1/6/15,1/3/17,FL,,Republican,https://crenshaw.house.gov,2161 Rayburn HOB; Washington DC 20515-0904,202-225-2501,202-225-2504,https://forms.house.gov/write/crenshaw/email-me.shtml,2161 Rayburn House Office Building,,,,,,,,,,,,,,,,http://crenshaw.house.gov,,http://crenshaw.house.gov,,,,,,,http://crenshaw.house.gov,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440 Cannon HOB; Washington DC 20515-0904,202-225-2501,202-225-2504,https://forms.house.gov/write/crenshaw/email-me.shtml,440 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,http://crenshaw.house.gov,,,,,,,,440 Cannon HOB; Washington DC 20515-0904,202-225-2501,202-225-2504,https://forms.house.gov/wyr/welcome.shtml,440 Cannon House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Crowley,Joseph Crowley,Joseph,Crowley,Joseph Crowley,3/16/62,M,rep,1/6/99,1/3/01,NY,7,Democrat,rep,1/3/01,1/3/03,NY,7,Democrat,rep,1/7/03,1/3/05,NY,7,Democrat,rep,1/4/05,1/3/07,NY,7,Democrat,rep,1/4/07,1/3/09,NY,7,Democrat,rep,1/6/09,1/3/11,NY,7,Democrat,http://www.house.gov/crowley,rep,1/5/11,1/3/13,NY,7,Democrat,http://www.house.gov/crowley,rep,1/3/13,1/3/15,NY,,Democrat,http://crowley.house.gov,1436 Longworth HOB; Washington DC 20515-3214,202-225-3965,202-225-1909,https://crowley.house.gov/contact-me/email-me,1436 Longworth House Office Building,rep,1/6/15,1/3/17,NY,Democrat,,http://crowley.house.gov,1436 Longworth HOB; Washington DC 20515-3214,202-225-3965,202-225-1909,https://crowley.house.gov/contact-me/email-me,1436 Longworth House Office Building,,http://crowley.house.gov/rss.xml,,,,http://www.house.gov/crowley,,,,,,,http://www.house.gov/crowley,,,,,,,,,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404 Rayburn HOB; Washington DC 20515-3207,202-225-3965,202-225-1909,https://forms.house.gov/crowley/contact.shtml,2404 Rayburn House Office Building,,http://crowley.house.gov/rss.xml,Joe,,,,,,,,,,,,,,,,,http://www.house.gov/crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Cuellar,,Henry,Cuellar,Henry Cuellar,9/19/55,M,rep,1/4/05,1/3/07,TX,28,Democrat,rep,1/4/07,1/3/09,TX,28,Democrat,rep,1/6/09,1/3/11,TX,28,Democrat,rep,1/5/11,1/3/13,TX,28,Democrat,rep,1/3/13,1/3/15,TX,28,Democrat,rep,1/6/15,1/3/17,TX,28,Democrat,http://cuellar.house.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/cuellar,,http://www.house.gov/cuellar,,,,,,,http://www.house.gov/cuellar,2463 Rayburn HOB; Washington DC 20515-4328,202-225-1640,202-225-1641,http://cuellar.house.gov/Contact/SendMeAnEmail.htm,2463 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cuellar.house.gov,2431 Rayburn HOB; Washington DC 20515-4328,202-225-1640,202-225-1641,https://cuellar.house.gov/forms/writeyourrep/default.aspx,2431 Rayburn House Office Building,,http://cuellar.house.gov/news/rss.aspx,2209 Rayburn HOB; Washington DC 20515-4328,202-225-1640,202-225-1641,https://cuellar.house.gov/forms/writeyourrep/default.aspx,2209 Rayburn House Office Building,,,,,,,,,,,,,,,,,http://cuellar.house.gov/news/rss.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Culberson,John Culberson,John,Culberson,John Abney Culberson,8/24/56,M,rep,1/3/01,1/3/03,TX,7,Republican,rep,1/7/03,1/3/05,TX,7,Republican,rep,1/4/05,1/3/07,TX,7,Republican,rep,1/4/07,1/3/09,TX,7,Republican,rep,1/6/09,1/3/11,TX,7,Republican,rep,1/5/11,1/3/13,TX,7,Republican,http://culberson.house.gov,rep,1/3/13,1/3/15,TX,7,Republican,http://culberson.house.gov,rep,1/6/15,1/3/17,TX,,Republican,http://culberson.house.gov,2372 Rayburn HOB; Washington DC 20515-4307,202-225-2571,202-225-4381,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,2372 Rayburn House Office Building,,,,,,,,,,,,,,,,http://www.culberson.house.gov,,http://www.culberson.house.gov,,,,,,,http://culberson.house.gov,,,,,,,,Abney,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352 Rayburn HOB; Washington DC 20515-4307,202-225-2571,202-225-4381,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,2352 Rayburn House Office Building,,http://culberson.house.gov/rss/,,,,,,,,,,,,,,,,,,http://culberson.house.gov,,,,,,,,2352 Rayburn HOB; Washington DC 20515-4307,202-225-2571,202-225-4381,http://www.culberson.house.gov/contactinfo.aspx,2352 Rayburn House Office Building,,http://culberson.house.gov/rss/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Cummings,Elijah Cummings,Elijah,Cummings,Elijah E. Cummings,1/18/51,M,rep,4/16/96,1/3/97,MD,7,Democrat,rep,1/7/97,1/3/99,MD,7,Democrat,rep,1/6/99,1/3/01,MD,7,Democrat,rep,1/3/01,1/3/03,MD,7,Democrat,rep,1/7/03,1/3/05,MD,7,Democrat,rep,1/4/05,1/3/07,MD,7,Democrat,http://www.house.gov/cummings,rep,1/4/07,1/3/09,MD,7,Democrat,http://www.house.gov/cummings,rep,1/6/09,1/3/11,MD,,Democrat,http://www.house.gov/cummings,,,,,,rep,1/5/11,1/3/13,MD,Democrat,,http://www.house.gov/cummings,2235 Rayburn HOB; Washington DC 20515-2007,202-225-4741,202-225-3178,https://forms.house.gov/wyr/welcome.shtml,2235 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,E.,7,7,rep,1/3/13,1/3/15,MD,7,Democrat,http://cummings.house.gov,rep,1/6/15,1/3/17,MD,,Democrat,http://cummings.house.gov,2230 Rayburn HOB; Washington DC 20515-2007,202-225-4741,202-225-3178,https://cummings.house.gov/contact-me/email-me,2230 Rayburn House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.house.gov/cummings,,,,,,,,,,,,,,,,2235 Rayburn HOB; Washington DC 20515-2007,202-225-4741,202-225-3178,https://cummings.house.gov/contact-me/email-me,2235 Rayburn House Office Building,,http://cummings.house.gov/rss.xml,,,,,http://cummings.house.gov/rss.xml,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
